,Unnamed: 0,index,id,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,movies,concerts,music,shopping,yoga,Nombre de matchs
301,301,3534,302.0,male,27.0,other,1.0,1.0,business,25.0,15.0,20.0,20.0,15.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,1.0,8.0,7.0,5.0,1.0,8.0,6.0,8.0,6.0,3.0,7.0,4.0,7.0,6.0,1.0,0.0
302,302,3543,303.0,male,33.0,other,2.0,7.0,finance,22.0,22.0,15.0,15.0,5.0,21.0,7.0,9.0,7.0,10.0,7.0,7.0,9.0,1.0,10.0,8.0,6.0,1.0,1.0,6.0,10.0,7.0,8.0,8.0,5.0,4.0,1.0,3.0
303,303,3552,304.0,male,25.0,other,1.0,1.0,classics,20.0,20.0,20.0,20.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,7.0,2.0,8.0,10.0,10.0,10.0,6.0,1.0,2.0,10.0,1.0,9.0,10.0,10.0,6.0,5.0,0.0
304,304,3561,305.0,male,33.0,other,2.0,2.0,philosophy [ph.d.],19.0,19.0,19.0,19.0,19.0,5.0,8.0,10.0,9.0,10.0,9.0,7.0,6.0,1.0,6.0,8.0,8.0,5.0,8.0,4.0,9.0,7.0,9.0,6.0,8.0,2.0,3.0,5.0
305,305,3570,306.0,female,28.0,latino/hispanic american,1.0,1.0,political science,0.0,25.0,25.0,25.0,25.0,0.0,9.0,9.0,9.0,9.0,10.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,2.0,1.0
306,306,3591,307.0,female,33.0,asian/pacific islander/asian-american,1.0,1.0,sociology,25.0,30.0,10.0,10.0,5.0,20.0,8.0,10.0,9.0,8.0,7.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,10.0,7.0,7.0,7.0,3.0,2.0
307,307,3612,308.0,female,22.0,european/caucasian-american,8.0,3.0,philosophy and physics,25.0,7.0,25.0,25.0,8.0,10.0,8.0,7.0,8.0,10.0,8.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,7.0,7.0,7.0,8.0,2.0
308,308,3633,309.0,female,26.0,asian/pacific islander/asian-american,3.0,1.0,nutrition,16.67,16.67,16.67,16.67,16.67,16.67,6.0,8.0,6.0,7.0,6.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,8.0,8.0,9.0,1.0,0.0
309,309,3654,310.0,female,24.0,asian/pacific islander/asian-american,6.0,5.0,medicine,15.0,25.0,20.0,20.0,10.0,10.0,6.0,9.0,6.0,8.0,6.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,9.0,3.0,0.0
310,310,3675,311.0,female,24.0,european/caucasian-american,5.0,6.0,art education,22.0,14.0,30.0,10.0,14.0,10.0,7.0,9.0,7.0,9.0,10.0,7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,10.0,10.0,10.0,4.0,10.0,3.0
311,311,3696,312.0,female,25.0,other,1.0,10.0,ma science education,7.0,35.0,20.0,20.0,5.0,13.0,6.0,10.0,8.0,9.0,5.0,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,5.0,2.0,6.0,6.0,2.0,0.0
312,312,3717,313.0,female,25.0,european/caucasian-american,2.0,2.0,genetics,15.0,18.0,19.0,19.0,17.0,12.0,7.0,9.0,8.0,8.0,9.0,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,5.0,7.0,5.0,6.0,7.0
313,313,3738,314.0,female,27.0,asian/pacific islander/asian-american,4.0,4.0,genetics,19.0,20.0,19.0,14.0,13.0,15.0,6.0,9.0,7.0,9.0,6.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,9.0,9.0,5.0,3.0,1.0
314,314,3759,315.0,female,26.0,asian/pacific islander/asian-american,1.0,4.0,biology,15.0,20.0,20.0,20.0,15.0,10.0,5.0,8.0,7.0,7.0,8.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,4.0,6.0,6.0
315,315,3780,316.0,female,29.0,european/caucasian-american,1.0,10.0,psychology,10.0,40.0,20.0,20.0,0.0,10.0,6.0,10.0,5.0,9.0,3.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,7.0,5.0,8.0,1.0,1.0,5.0
316,316,3801,317.0,female,26.0,black/african american,9.0,10.0,psychology,20.0,20.0,20.0,10.0,20.0,10.0,8.0,8.0,8.0,8.0,5.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,8.0,9.0,6.0,0.0
317,317,3822,318.0,female,26.0,european/caucasian-american,1.0,3.0,english,15.0,15.0,25.0,20.0,5.0,20.0,8.0,7.0,8.0,9.0,5.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,8.0,2.0,6.0,2.0,1.0,6.0
318,318,3843,319.0,female,32.0,european/caucasian-american,3.0,3.0,law and english literature [j.d./ph.d.],15.0,5.0,45.0,10.0,15.0,10.0,7.0,9.0,7.0,10.0,10.0,2.0,9.0,8.0,8.0,7.0,8.0,2.0,1.0,2.0,10.0,6.0,10.0,8.0,9.0,2.0,1.0,4.0
319,319,3864,320.0,female,28.0,european/caucasian-american,2.0,2.0,french,25.0,20.0,20.0,25.0,0.0,10.0,8.0,8.0,7.0,7.0,4.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,10.0,6.0,7.0,2.0,6.0,1.0
320,320,3885,321.0,female,26.0,asian/pacific islander/asian-american,2.0,2.0,nutritiron,20.0,30.0,10.0,15.0,10.0,15.0,7.0,6.0,5.0,7.0,7.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,9.0,4.0,9.0,10.0,2.0,4.0
321,321,3906,322.0,female,24.0,latino/hispanic american,1.0,1.0,gs postbacc premed,30.0,20.0,20.0,10.0,15.0,5.0,9.0,9.0,8.0,9.0,9.0,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0
322,322,3927,323.0,female,24.0,european/caucasian-american,4.0,5.0,art history,20.0,10.0,30.0,15.0,15.0,10.0,8.0,8.0,6.0,8.0,7.0,4.0,1.0,8.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,9.0,4.0,2.0,10.0
323,323,3948,324.0,female,23.0,asian/pacific islander/asian-american,2.0,4.0,biology,16.0,16.0,19.0,17.0,14.0,18.0,5.0,4.0,7.0,8.0,6.0,8.0,4.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,9.0,2.0,5.0,6.0,7.0,6.0,4.0,6.0
324,324,3969,325.0,female,23.0,european/caucasian-american,10.0,9.0,social work,10.0,15.0,40.0,15.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,8.0,7.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,8.0,9.0,5.0,5.0
325,325,3990,326.0,female,25.0,european/caucasian-american,10.0,10.0,social work,25.0,20.0,25.0,25.0,5.0,0.0,9.0,10.0,10.0,9.0,10.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,2.0
326,326,4011,327.0,male,29.0,european/caucasian-american,8.0,4.0,chemistry,30.0,25.0,18.0,18.0,4.0,5.0,7.0,10.0,5.0,7.0,7.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,8.0,8.0,8.0,3.0,2.0,0.0
327,327,4032,328.0,male,24.0,latino/hispanic american,3.0,3.0,sociology,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,8.0,9.0,10.0,8.0,7.0,1.0
328,328,4053,329.0,male,21.0,european/caucasian-american,1.0,1.0,operations research,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,7.0,7.0,9.0,5.0,9.0,6.0
329,329,4074,330.0,male,26.0,european/caucasian-american,7.0,3.0,molecular biology,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,7.0,6.0,7.0,2.0,2.0,1.0
330,330,4095,331.0,male,25.0,european/caucasian-american,1.0,1.0,genetics & development,60.0,20.0,0.0,20.0,0.0,0.0,4.0,8.0,8.0,8.0,5.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,8.0,6.0,6.0,1.0,2.0,5.0
331,331,4116,332.0,male,32.0,european/caucasian-american,1.0,1.0,medical informatics,25.0,15.0,20.0,25.0,10.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,9.0,9.0,9.0,5.0,1.0,5.0
332,332,4137,333.0,male,25.0,european/caucasian-american,7.0,1.0,biology,27.0,15.0,28.0,10.0,10.0,10.0,8.0,9.0,6.0,10.0,7.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,8.0,1.0,2.0,1.0,1.0,0.0
333,333,4158,334.0,male,25.0,european/caucasian-american,2.0,1.0,biology,25.0,20.0,30.0,15.0,5.0,5.0,5.0,9.0,5.0,8.0,6.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,10.0,7.0,8.0,2.0,2.0,5.0
334,334,4179,335.0,male,27.0,european/caucasian-american,2.0,5.0,sociology,20.0,20.0,20.0,15.0,5.0,20.0,7.0,8.0,6.0,8.0,5.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,8.0,7.0,5.0,3.0,9.0,5.0
335,335,4200,336.0,male,23.0,black/african american,1.0,1.0,electrical engineering,25.0,15.0,20.0,20.0,10.0,10.0,7.0,9.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,10.0,5.0,1.0,2.0
336,336,4221,337.0,male,27.0,asian/pacific islander/asian-american,1.0,1.0,electrical engg.,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,3.0,3.0,7.0,2.0,7.0,7.0
337,337,4242,338.0,male,27.0,european/caucasian-american,1.0,5.0,business school,25.0,20.0,25.0,20.0,10.0,0.0,7.0,6.0,7.0,8.0,7.0,9.0,2.0,5.0,7.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,9.0,8.0,9.0,8.0,5.0,2.0
338,338,4263,339.0,male,24.0,other,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,8.0,10.0,10.0,10.0,8.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,10.0,10.0,10.0,10.0,10.0,1.0
339,339,4284,340.0,male,22.0,european/caucasian-american,4.0,7.0,mathematics,10.0,15.0,25.0,15.0,15.0,20.0,3.0,6.0,6.0,7.0,7.0,7.0,3.0,4.0,3.0,8.0,7.0,9.0,9.0,4.0,8.0,6.0,7.0,8.0,6.0,3.0,8.0,2.0
340,340,4305,341.0,male,22.0,asian/pacific islander/asian-american,1.0,1.0,international politics,35.0,40.0,5.0,5.0,7.0,8.0,7.0,10.0,5.0,7.0,10.0,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,0.0
341,341,4326,342.0,male,27.0,european/caucasian-american,3.0,5.0,sociology,20.0,20.0,15.0,25.0,10.0,10.0,5.0,8.0,7.0,8.0,7.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,7.0,5.0,7.0,2.0,2.0,0.0
342,342,4347,343.0,male,28.0,asian/pacific islander/asian-american,1.0,2.0,mba / master of international affairs [sipa],20.0,30.0,10.0,20.0,0.0,20.0,4.0,9.0,10.0,8.0,8.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,7.0,6.0,8.0,2.0,1.0,4.0
343,343,4368,344.0,male,34.0,european/caucasian-american,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,5.0,4.0,5.0,10.0,9.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,5.0,9.0,10.0,2.0,5.0,5.0
344,344,4389,345.0,male,27.0,asian/pacific islander/asian-american,5.0,5.0,medicine and biochemistry,20.0,20.0,15.0,15.0,12.0,18.0,6.0,9.0,7.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,7.0,5.0,8.0,5.0,5.0,2.0
345,345,4410,346.0,male,28.0,black/african american,7.0,1.0,international affairs,20.0,18.0,20.0,17.0,10.0,15.0,8.0,10.0,8.0,10.0,10.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,9.0,5.0,10.0,1.0,1.0,5.0
346,346,4431,347.0,male,28.0,latino/hispanic american,3.0,7.0,business [mba],23.0,18.0,21.0,18.0,10.0,10.0,7.0,10.0,9.0,9.0,9.0,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,8.0,8.0,6.0,4.0,4.0
347,347,4452,348.0,female,30.0,asian/pacific islander/asian-american,1.0,1.0,social studies education,20.0,20.0,35.0,5.0,10.0,10.0,9.0,10.0,7.0,9.0,7.0,7.0,8.0,4.0,9.0,10.0,10.0,1.0,1.0,7.0,10.0,3.0,9.0,7.0,8.0,8.0,5.0,2.0
348,348,4466,349.0,female,30.0,european/caucasian-american,5.0,7.0,ma teaching social studies,10.0,18.0,20.0,16.0,16.0,20.0,7.0,10.0,8.0,8.0,8.0,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,8.0,8.0,5.0,8.0,1.0
349,349,4480,350.0,female,28.0,european/caucasian-american,10.0,10.0,education policy,15.0,20.0,35.0,15.0,5.0,10.0,8.0,9.0,6.0,10.0,9.0,4.0,5.0,2.0,8.0,8.0,7.0,6.0,5.0,9.0,9.0,9.0,7.0,8.0,10.0,9.0,7.0,0.0
350,350,4494,351.0,female,21.0,european/caucasian-american,9.0,8.0,education- literacy specialist,25.0,25.0,15.0,15.0,10.0,10.0,8.0,10.0,9.0,8.0,9.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,8.0,8.0,8.0,6.0,3.0
351,351,4508,352.0,female,22.0,european/caucasian-american,7.0,1.0,english,10.0,30.0,20.0,10.0,15.0,15.0,7.0,10.0,9.0,10.0,10.0,3.0,1.0,3.0,5.0,10.0,10.0,3.0,1.0,4.0,10.0,5.0,10.0,10.0,10.0,9.0,7.0,4.0
352,352,4522,353.0,female,24.0,asian/pacific islander/asian-american,1.0,1.0,social work,10.0,40.0,10.0,20.0,10.0,10.0,6.0,9.0,9.0,8.0,9.0,7.0,1.0,7.0,8.0,9.0,8.0,9.0,4.0,9.0,9.0,6.0,9.0,7.0,9.0,5.0,4.0,0.0
353,353,4536,354.0,female,35.0,european/caucasian-american,1.0,1.0,anthropology/education,15.0,20.0,25.0,15.0,15.0,10.0,8.0,9.0,9.0,9.0,10.0,8.0,2.0,8.0,9.0,10.0,10.0,7.0,2.0,5.0,8.0,2.0,8.0,8.0,10.0,4.0,2.0,1.0
354,354,4550,355.0,female,34.0,european/caucasian-american,3.0,8.0,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9.0,9.0,8.0,9.0,8.0,5.0,3.0,9.0,10.0,7.0,8.0,5.0,1.0,5.0,9.0,5.0,10.0,9.0,9.0,5.0,9.0,2.0
355,355,4564,356.0,female,21.0,european/caucasian-american,8.0,7.0,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,7.0,5.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,9.0,9.0,6.0,6.0,2.0
356,356,4578,357.0,female,33.0,european/caucasian-american,2.0,1.0,education,20.0,25.0,25.0,10.0,15.0,5.0,8.0,10.0,9.0,8.0,6.0,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,8.0,9.0,5.0,1.0,0.0
357,357,4592,358.0,female,28.0,european/caucasian-american,1.0,10.0,speech pathology,5.0,20.0,25.0,25.0,15.0,10.0,6.0,10.0,10.0,8.0,8.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,9.0,7.0,7.0,8.0,9.0,1.0
358,358,4606,359.0,female,29.0,asian/pacific islander/asian-american,6.0,9.0,math education,10.0,47.0,16.0,12.0,3.0,12.0,7.0,9.0,8.0,9.0,5.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,9.0,7.0,7.0,9.0,8.0,1.0
359,359,4620,360.0,female,22.0,asian/pacific islander/asian-american,6.0,2.0,tesol,16.0,20.0,19.0,16.0,18.0,11.0,6.0,9.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,5.0,5.0,9.0,5.0,2.0
360,360,4634,361.0,female,27.0,asian/pacific islander/asian-american,1.0,3.0,elementary education,10.0,20.0,20.0,15.0,20.0,15.0,5.0,8.0,7.0,8.0,8.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,8.0,10.0,9.0,3.0,1.0
361,361,4648,362.0,male,27.0,asian/pacific islander/asian-american,7.0,3.0,cognitive studies in education,17.0,19.0,18.0,17.0,11.0,18.0,7.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,9.0,7.0,8.0,7.0,7.0,3.0
362,362,4662,363.0,male,32.0,european/caucasian-american,5.0,9.0,education,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,9.0,7.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,9.0,8.0,10.0,4.0,4.0,1.0
363,363,4676,364.0,male,25.0,european/caucasian-american,7.0,8.0,computer science,24.0,15.0,20.0,20.0,8.0,13.0,7.0,6.0,8.0,7.0,4.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,9.0,5.0,6.0,5.0,3.0,2.0
364,364,4690,365.0,male,29.0,asian/pacific islander/asian-american,1.0,1.0,finance/economics,50.0,20.0,10.0,10.0,5.0,5.0,9.0,9.0,10.0,9.0,3.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,8.0,10.0,10.0,9.0,8.0,1.0
365,365,4704,366.0,male,23.0,european/caucasian-american,3.0,1.0,museum anthropology,25.0,5.0,30.0,15.0,5.0,20.0,8.0,7.0,7.0,9.0,9.0,7.0,7.0,5.0,7.0,9.0,8.0,10.0,5.0,3.0,8.0,5.0,9.0,7.0,8.0,2.0,1.0,1.0
366,366,4718,367.0,male,27.0,european/caucasian-american,2.0,3.0,business,19.0,13.0,18.0,18.0,10.0,22.0,7.0,8.0,8.0,8.0,6.0,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,7.0,8.0,10.0,5.0,1.0,1.0
367,367,4732,368.0,male,32.0,other,3.0,1.0,political science,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,7.0,6.0,8.0,8.0,8.0,1.0
368,368,4746,369.0,male,27.0,european/caucasian-american,1.0,4.0,environmental engineering,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,9.0,7.0,7.0,2.0,2.0,0.0
369,369,4760,370.0,male,25.0,european/caucasian-american,3.0,3.0,business,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,7.0,9.0,4.0,1.0,2.0
370,370,4774,371.0,male,30.0,european/caucasian-american,1.0,1.0,mba,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,8.0,9.0,1.0,1.0,6.0
371,371,4788,372.0,male,29.0,other,1.0,1.0,business administration,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,8.0,5.0,8.0,7.0,6.0,3.0
372,372,4802,373.0,male,26.0,european/caucasian-american,2.0,4.0,curriculum and teaching/giftedness,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,10.0,9.0,2.0,3.0,0.0
373,373,4816,374.0,male,36.0,european/caucasian-american,6.0,8.0,history,20.0,16.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,7.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,7.0,2.0,5.0,2.0,1.0,3.0
374,374,4830,375.0,male,29.0,european/caucasian-american,3.0,3.0,business,30.0,15.0,15.0,20.0,10.0,10.0,6.0,8.0,7.0,7.0,8.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,8.0,6.0,7.0,2.0,1.0,0.0
375,375,4844,376.0,female,34.0,asian/pacific islander/asian-american,2.0,1.0,anthropology,2.0,60.0,15.0,8.0,5.0,10.0,5.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,8.0,8.0,8.0,3.0,1.0,0.0
376,376,4853,377.0,female,25.0,asian/pacific islander/asian-american,1.0,1.0,instructional tech & media,10.0,20.0,20.0,20.0,10.0,20.0,7.0,9.0,6.0,8.0,3.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,8.0,8.0,8.0,6.0,2.0
377,377,4862,378.0,female,23.0,european/caucasian-american,8.0,3.0,school psychology,40.0,10.0,15.0,20.0,10.0,5.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,8.0,10.0,10.0,7.0,7.0,3.0
378,378,4871,379.0,female,30.0,latino/hispanic american,2.0,4.0,school psychology,10.0,20.0,20.0,10.0,10.0,30.0,7.0,9.0,7.0,8.0,8.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,4.0,6.0,4.0
379,379,4880,380.0,female,36.0,black/african american,5.0,5.0,instructional media and technology,15.0,15.0,15.0,20.0,20.0,15.0,8.0,9.0,6.0,9.0,8.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,8.0,10.0,10.0,10.0,8.0,3.0
380,380,4889,381.0,female,29.0,european/caucasian-american,2.0,7.0,sipa / mia,15.0,10.0,20.0,20.0,20.0,15.0,7.0,7.0,9.0,8.0,10.0,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,8.0,9.0,9.0,1.0,5.0,2.0
381,381,4898,382.0,female,30.0,european/caucasian-american,1.0,1.0,english education,22.0,12.0,30.0,25.0,10.0,1.0,7.0,10.0,8.0,10.0,10.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,5.0,10.0,0.0
382,382,4907,383.0,female,29.0,european/caucasian-american,1.0,1.0,art education,15.0,22.0,22.0,16.0,15.0,10.0,8.0,9.0,5.0,8.0,8.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,7.0,6.0,8.0,2.0,1.0,1.0
383,383,4916,384.0,female,22.0,asian/pacific islander/asian-american,3.0,3.0,ma in quantitative methods,15.0,25.0,15.0,20.0,10.0,15.0,8.0,10.0,9.0,7.0,9.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,8.0,4.0,9.0,5.0,2.0,0.0
384,384,4925,385.0,female,34.0,european/caucasian-american,1.0,1.0,early childhood education,15.0,15.0,10.0,25.0,10.0,25.0,7.0,9.0,9.0,7.0,4.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,9.0,9.0,4.0,10.0,1.0
385,385,4934,386.0,male,30.0,asian/pacific islander/asian-american,1.0,1.0,anthropology,60.0,10.0,10.0,10.0,5.0,5.0,5.0,10.0,6.0,6.0,10.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,10.0,5.0,9.0,7.0,1.0,0.0
386,386,4944,387.0,male,23.0,european/caucasian-american,5.0,3.0,mba,50.0,5.0,15.0,20.0,10.0,0.0,7.0,4.0,7.0,9.0,9.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,8.0,2.0,4.0,3.0,6.0,2.0
387,387,4954,388.0,male,29.0,asian/pacific islander/asian-american,1.0,1.0,mba,40.0,10.0,15.0,10.0,10.0,15.0,8.0,7.0,8.0,8.0,9.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,3.0,5.0,8.0,5.0,2.0
388,388,4964,389.0,male,24.0,european/caucasian-american,1.0,8.0,psychology,20.0,10.0,20.0,20.0,15.0,15.0,8.0,7.0,9.0,8.0,8.0,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,4.0,3.0,8.0,5.0,7.0,0.0
389,389,4974,390.0,male,25.0,latino/hispanic american,1.0,5.0,architecture,20.0,15.0,30.0,10.0,15.0,10.0,5.0,9.0,7.0,7.0,9.0,5.0,4.0,4.0,5.0,8.0,10.0,4.0,1.0,1.0,9.0,4.0,10.0,10.0,10.0,3.0,4.0,1.0
390,390,4984,391.0,male,28.0,european/caucasian-american,1.0,1.0,urban planning,17.0,17.0,17.0,17.0,16.0,16.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,8.0,7.0,6.0,4.0,4.0,1.0
391,391,4994,392.0,male,27.0,other,1.0,1.0,urban planning,10.0,20.0,25.0,20.0,20.0,5.0,7.0,9.0,7.0,9.0,10.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,7.0,7.0,5.0,10.0,3.0
392,392,5004,393.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
