,id,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
287,287,female,30.0,european/caucasian-american,5.0,7.0,ma teaching social studies,10.0,18.0,20.0,16.0,16.0,20.0,7.0,10.0,8.0,8.0,8.0,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0
288,288,female,28.0,european/caucasian-american,10.0,10.0,education policy,15.0,20.0,35.0,15.0,5.0,10.0,8.0,9.0,6.0,10.0,9.0,4.0,5.0,2.0,8.0,8.0,7.0,6.0,5.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,9.0,7.0
289,289,female,21.0,european/caucasian-american,9.0,8.0,education- literacy specialist,25.0,25.0,15.0,15.0,10.0,10.0,8.0,10.0,9.0,8.0,9.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0
290,290,female,22.0,european/caucasian-american,7.0,1.0,english,10.0,30.0,20.0,10.0,15.0,15.0,7.0,10.0,9.0,10.0,10.0,3.0,1.0,3.0,5.0,10.0,10.0,3.0,1.0,4.0,10.0,5.0,10.0,10.0,10.0,10.0,9.0,7.0
291,291,female,24.0,asian/pacific islander/asian-american,1.0,1.0,social work,10.0,40.0,10.0,20.0,10.0,10.0,6.0,9.0,9.0,8.0,9.0,7.0,1.0,7.0,8.0,9.0,8.0,9.0,4.0,9.0,9.0,6.0,7.0,9.0,7.0,9.0,5.0,4.0
292,292,female,35.0,european/caucasian-american,1.0,1.0,anthropology/education,15.0,20.0,25.0,15.0,15.0,10.0,8.0,9.0,9.0,9.0,10.0,8.0,2.0,8.0,9.0,10.0,10.0,7.0,2.0,5.0,8.0,2.0,10.0,8.0,8.0,10.0,4.0,2.0
293,293,female,34.0,european/caucasian-american,3.0,8.0,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9.0,9.0,8.0,9.0,8.0,5.0,3.0,9.0,10.0,7.0,8.0,5.0,1.0,5.0,9.0,5.0,9.0,10.0,9.0,9.0,5.0,9.0
294,294,female,21.0,european/caucasian-american,8.0,7.0,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,7.0,5.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,7.0,9.0,9.0,6.0,6.0
295,295,female,33.0,european/caucasian-american,2.0,1.0,education,20.0,25.0,25.0,10.0,15.0,5.0,8.0,10.0,9.0,8.0,6.0,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,5.0,1.0
296,296,female,28.0,european/caucasian-american,1.0,10.0,speech pathology,5.0,20.0,25.0,25.0,15.0,10.0,6.0,10.0,10.0,8.0,8.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0
297,297,female,29.0,asian/pacific islander/asian-american,6.0,9.0,math education,10.0,47.0,16.0,12.0,3.0,12.0,7.0,9.0,8.0,9.0,5.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0
298,298,female,22.0,asian/pacific islander/asian-american,6.0,2.0,tesol,16.0,20.0,19.0,16.0,18.0,11.0,6.0,9.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0
299,299,female,27.0,asian/pacific islander/asian-american,1.0,3.0,elementary education,10.0,20.0,20.0,15.0,20.0,15.0,5.0,8.0,7.0,8.0,8.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0
300,300,male,27.0,asian/pacific islander/asian-american,7.0,3.0,cognitive studies in education,17.0,19.0,18.0,17.0,11.0,18.0,7.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0
301,301,male,32.0,european/caucasian-american,5.0,9.0,education,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,9.0,7.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0
302,302,male,25.0,european/caucasian-american,7.0,8.0,computer science,24.0,15.0,20.0,20.0,8.0,13.0,7.0,6.0,8.0,7.0,4.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0
303,303,male,29.0,asian/pacific islander/asian-american,1.0,1.0,finance/economics,50.0,20.0,10.0,10.0,5.0,5.0,9.0,9.0,10.0,9.0,3.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0
304,304,male,23.0,european/caucasian-american,3.0,1.0,museum anthropology,25.0,5.0,30.0,15.0,5.0,20.0,8.0,7.0,7.0,9.0,9.0,7.0,7.0,5.0,7.0,9.0,8.0,10.0,5.0,3.0,8.0,5.0,6.0,9.0,7.0,8.0,2.0,1.0
305,305,male,27.0,european/caucasian-american,2.0,3.0,business,19.0,13.0,18.0,18.0,10.0,22.0,7.0,8.0,8.0,8.0,6.0,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,2.0,7.0,8.0,10.0,5.0,1.0
306,306,male,32.0,other,3.0,1.0,political science,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0
307,307,male,27.0,european/caucasian-american,1.0,4.0,environmental engineering,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0
308,308,male,25.0,european/caucasian-american,3.0,3.0,business,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0
309,309,male,30.0,european/caucasian-american,1.0,1.0,mba,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0
310,310,male,29.0,other,1.0,1.0,business administration,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0
311,311,male,26.0,european/caucasian-american,2.0,4.0,curriculum and teaching/giftedness,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0
312,312,male,36.0,european/caucasian-american,6.0,8.0,history,20.0,16.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,7.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0
313,313,male,29.0,european/caucasian-american,3.0,3.0,business,30.0,15.0,15.0,20.0,10.0,10.0,6.0,8.0,7.0,7.0,8.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0
314,314,female,34.0,asian/pacific islander/asian-american,2.0,1.0,anthropology,2.0,60.0,15.0,8.0,5.0,10.0,5.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,8.0,8.0,8.0,8.0,3.0,1.0
315,315,female,25.0,asian/pacific islander/asian-american,1.0,1.0,instructional tech & media,10.0,20.0,20.0,20.0,10.0,20.0,7.0,9.0,6.0,8.0,3.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0
316,316,female,23.0,european/caucasian-american,8.0,3.0,school psychology,40.0,10.0,15.0,20.0,10.0,5.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0
317,317,female,30.0,latino/hispanic american,2.0,4.0,school psychology,10.0,20.0,20.0,10.0,10.0,30.0,7.0,9.0,7.0,8.0,8.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0
318,318,female,36.0,black/african american,5.0,5.0,instructional media and technology,15.0,15.0,15.0,20.0,20.0,15.0,8.0,9.0,6.0,9.0,8.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0
319,319,female,29.0,european/caucasian-american,2.0,7.0,sipa / mia,15.0,10.0,20.0,20.0,20.0,15.0,7.0,7.0,9.0,8.0,10.0,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0
320,320,female,30.0,european/caucasian-american,1.0,1.0,english education,22.0,12.0,30.0,25.0,10.0,1.0,7.0,10.0,8.0,10.0,10.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,10.0,5.0,10.0
321,321,female,29.0,european/caucasian-american,1.0,1.0,art education,15.0,22.0,22.0,16.0,15.0,10.0,8.0,9.0,5.0,8.0,8.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0
322,322,female,22.0,asian/pacific islander/asian-american,3.0,3.0,ma in quantitative methods,15.0,25.0,15.0,20.0,10.0,15.0,8.0,10.0,9.0,7.0,9.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0
323,323,female,34.0,european/caucasian-american,1.0,1.0,early childhood education,15.0,15.0,10.0,25.0,10.0,25.0,7.0,9.0,9.0,7.0,4.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0
324,324,male,30.0,asian/pacific islander/asian-american,1.0,1.0,anthropology,60.0,10.0,10.0,10.0,5.0,5.0,5.0,10.0,6.0,6.0,10.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0
325,325,male,23.0,european/caucasian-american,5.0,3.0,mba,50.0,5.0,15.0,20.0,10.0,0.0,7.0,4.0,7.0,9.0,9.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0
326,326,male,29.0,asian/pacific islander/asian-american,1.0,1.0,mba,40.0,10.0,15.0,10.0,10.0,15.0,8.0,7.0,8.0,8.0,9.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0
327,327,male,24.0,european/caucasian-american,1.0,8.0,psychology,20.0,10.0,20.0,20.0,15.0,15.0,8.0,7.0,9.0,8.0,8.0,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0
328,328,male,25.0,latino/hispanic american,1.0,5.0,architecture,20.0,15.0,30.0,10.0,15.0,10.0,5.0,9.0,7.0,7.0,9.0,5.0,4.0,4.0,5.0,8.0,10.0,4.0,1.0,1.0,9.0,4.0,6.0,10.0,10.0,10.0,3.0,4.0
329,329,male,28.0,european/caucasian-american,1.0,1.0,urban planning,17.0,17.0,17.0,17.0,16.0,16.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,4.0,4.0
330,330,male,27.0,other,1.0,1.0,urban planning,10.0,20.0,25.0,20.0,20.0,5.0,7.0,9.0,7.0,9.0,10.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0
331,331,female,23.0,asian/pacific islander/asian-american,3.0,10.0,political science,20.0,20.0,20.0,20.0,20.0,0.0,7.0,9.0,9.0,7.0,9.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0
332,332,female,33.0,latino/hispanic american,2.0,1.0,ed.d. in higher education policy at tc,40.0,15.0,25.0,5.0,15.0,0.0,10.0,10.0,10.0,10.0,10.0,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0
333,333,female,32.0,european/caucasian-american,5.0,6.0,epidemiology,5.0,25.0,20.0,10.0,15.0,25.0,4.0,8.0,6.0,10.0,7.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0
334,334,female,26.0,latino/hispanic american,1.0,3.0,international security policy - sipa,15.0,15.0,15.0,20.0,20.0,15.0,7.0,7.0,8.0,8.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0
335,335,female,24.0,european/caucasian-american,7.0,6.0,nutrition,10.0,20.0,27.0,23.0,15.0,5.0,7.0,9.0,7.0,9.0,7.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0
336,336,female,26.0,black/african american,1.0,1.0,education,30.0,5.0,10.0,20.0,30.0,5.0,8.0,6.0,10.0,10.0,10.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0
337,337,female,21.0,asian/pacific islander/asian-american,3.0,3.0,education,15.0,25.0,15.0,15.0,15.0,15.0,6.0,10.0,10.0,10.0,10.0,3.0,5.0,1.0,10.0,10.0,10.0,2.0,1.0,9.0,10.0,7.0,10.0,7.0,7.0,7.0,10.0,5.0
338,338,female,33.0,european/caucasian-american,1.0,7.0,organizational psychology,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0
339,339,female,31.0,european/caucasian-american,9.0,5.0,applied physiology & nutrition,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0
340,340,female,35.0,asian/pacific islander/asian-american,1.0,3.0,music education,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0
341,341,female,29.0,other,6.0,6.0,music education,20.0,20.0,20.0,10.0,10.0,20.0,9.0,10.0,9.0,9.0,8.0,8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0
342,342,female,25.0,asian/pacific islander/asian-american,7.0,7.0,music education,15.0,10.0,25.0,25.0,10.0,15.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0
343,343,female,22.0,european/caucasian-american,9.0,8.0,clinical psychology,20.0,10.0,20.0,20.0,20.0,10.0,7.0,7.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0
344,344,female,24.0,european/caucasian-american,10.0,2.0,clinical psychology,50.0,20.0,10.0,5.0,10.0,5.0,6.0,10.0,8.0,8.0,8.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0
345,345,female,27.0,european/caucasian-american,2.0,4.0,counseling psychology,15.0,25.0,20.0,20.0,0.0,20.0,7.0,10.0,8.0,9.0,6.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0
346,346,female,27.0,asian/pacific islander/asian-american,10.0,10.0,education,15.0,20.0,20.0,20.0,20.0,5.0,6.0,10.0,7.0,7.0,6.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0
347,347,female,26.0,asian/pacific islander/asian-american,1.0,1.0,mba,20.0,10.0,25.0,25.0,10.0,10.0,8.0,7.0,8.0,8.0,7.0,6.0,2.0,7.0,10.0,4.0,5.0,2.0,4.0,9.0,9.0,6.0,5.0,8.0,4.0,5.0,7.0,3.0
348,348,female,26.0,european/caucasian-american,1.0,5.0,communications in education,9.0,17.0,23.0,15.0,14.0,22.0,7.0,10.0,2.0,9.0,8.0,2.0,1.0,1.0,7.0,2.0,2.0,6.0,8.0,1.0,10.0,3.0,7.0,8.0,8.0,8.0,1.0,4.0
349,349,female,24.0,other,8.0,4.0,psychology,20.0,30.0,10.0,10.0,10.0,20.0,8.0,10.0,8.0,8.0,8.0,9.0,7.0,6.0,9.0,7.0,8.0,9.0,9.0,1.0,7.0,6.0,7.0,7.0,10.0,10.0,7.0,8.0
350,350,male,34.0,european/caucasian-american,5.0,5.0,intellectual property law,30.0,20.0,30.0,5.0,5.0,10.0,7.0,7.0,5.0,7.0,9.0,3.0,1.0,3.0,5.0,9.0,10.0,3.0,3.0,4.0,10.0,6.0,8.0,9.0,7.0,7.0,3.0,2.0
351,351,male,30.0,european/caucasian-american,1.0,1.0,law,20.51,14.53,24.79,17.09,5.98,17.09,7.0,7.0,9.0,8.0,8.0,8.0,2.0,1.0,9.0,6.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,2.0
352,352,male,23.0,asian/pacific islander/asian-american,1.0,1.0,engineering,25.0,20.0,20.0,20.0,5.0,10.0,5.0,7.0,8.0,8.0,3.0,3.0,3.0,9.0,10.0,4.0,5.0,8.0,6.0,9.0,7.0,5.0,5.0,8.0,7.0,5.0,8.0,5.0
353,353,male,27.0,latino/hispanic american,6.0,2.0,mba finance,25.0,25.0,25.0,15.0,10.0,0.0,8.0,8.0,8.0,9.0,9.0,9.0,7.0,9.0,9.0,4.0,3.0,3.0,5.0,1.0,9.0,5.0,4.0,7.0,5.0,6.0,8.0,1.0
354,354,male,30.0,european/caucasian-american,1.0,1.0,mba,31.58,10.53,15.79,21.05,10.53,10.53,8.0,2.0,9.0,9.0,9.0,7.0,3.0,3.0,9.0,9.0,10.0,8.0,4.0,8.0,8.0,1.0,5.0,7.0,9.0,10.0,5.0,5.0
355,355,male,27.0,european/caucasian-american,4.0,6.0,business,14.0,18.0,17.0,16.0,15.0,20.0,6.0,8.0,9.0,8.0,10.0,6.0,6.0,4.0,8.0,9.0,9.0,7.0,6.0,8.0,9.0,4.0,6.0,7.0,10.0,10.0,8.0,6.0
356,356,male,27.0,european/caucasian-american,6.0,3.0,international affairs,30.0,15.0,20.0,25.0,5.0,5.0,7.0,7.0,8.0,7.0,5.0,6.0,7.0,8.0,8.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,3.0,3.0,7.0,8.0,7.0,2.0
357,357,male,24.0,other,1.0,1.0,intrernational affairs,20.0,10.0,25.0,20.0,10.0,15.0,6.0,8.0,8.0,8.0,7.0,4.0,6.0,4.0,8.0,9.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,4.0
358,358,male,25.0,european/caucasian-american,1.0,8.0,clinical psychology,17.0,18.0,28.0,27.0,5.0,5.0,6.0,9.0,9.0,10.0,7.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0
359,359,male,28.0,european/caucasian-american,7.0,4.0,mba,50.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,9.0,9.0,9.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0
360,360,male,27.0,european/caucasian-american,3.0,1.0,mba,40.0,0.0,10.0,50.0,0.0,0.0,10.0,8.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0
361,361,male,27.0,european/caucasian-american,9.0,7.0,business,30.0,15.0,15.0,20.0,5.0,15.0,7.0,8.0,8.0,9.0,8.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0
362,362,male,29.0,latino/hispanic american,3.0,1.0,mba,75.0,5.0,5.0,10.0,0.0,5.0,9.0,8.0,9.0,9.0,9.0,7.0,5.0,8.0,8.0,7.0,6.0,3.0,5.0,9.0,8.0,2.0,3.0,4.0,5.0,9.0,8.0,2.0
363,363,male,30.0,asian/pacific islander/asian-american,6.0,6.0,business consulting,50.0,10.0,10.0,10.0,5.0,15.0,6.0,7.0,6.0,7.0,7.0,10.0,10.0,8.0,7.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,8.0,4.0,4.0
364,364,male,27.0,european/caucasian-american,3.0,2.0,mba,30.0,20.0,15.0,15.0,8.0,12.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,5.0,8.0,4.0,4.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,6.0,7.0,3.0
365,365,male,25.0,asian/pacific islander/asian-american,10.0,7.0,business,30.0,10.0,15.0,20.0,15.0,10.0,6.0,10.0,8.0,9.0,10.0,4.0,1.0,4.0,10.0,5.0,6.0,7.0,7.0,3.0,3.0,9.0,7.0,9.0,5.0,6.0,9.0,5.0
366,366,male,26.0,asian/pacific islander/asian-american,3.0,2.0,business school,25.0,20.0,10.0,20.0,15.0,10.0,7.0,8.0,8.0,7.0,7.0,7.0,9.0,6.0,6.0,3.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,6.0,2.0
367,367,male,29.0,european/caucasian-american,3.0,2.0,mba,25.0,15.0,20.0,20.0,10.0,10.0,6.0,7.0,7.0,9.0,7.0,9.0,5.0,10.0,5.0,4.0,4.0,2.0,1.0,8.0,7.0,3.0,3.0,8.0,5.0,8.0,5.0,2.0
368,368,female,38.0,european/caucasian-american,4.0,6.0,business; media,15.0,15.0,20.0,15.0,15.0,20.0,6.0,9.0,6.0,8.0,9.0,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0
369,369,female,33.0,black/african american,4.0,8.0,mfa -film,20.0,20.0,20.0,15.0,15.0,10.0,4.0,7.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0
370,370,female,24.0,european/caucasian-american,6.0,3.0,film,20.0,10.0,20.0,35.0,5.0,10.0,7.0,7.0,10.0,9.0,8.0,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0
371,371,female,28.0,european/caucasian-american,8.0,1.0,film,25.0,25.0,25.0,10.0,10.0,5.0,7.0,7.0,7.0,7.0,10.0,6.0,5.0,10.0,10.0,9.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0
372,372,female,27.0,european/caucasian-american,10.0,5.0,higher ed. - m.a.,25.0,20.0,10.0,20.0,15.0,10.0,7.0,9.0,7.0,6.0,6.0,9.0,7.0,9.0,9.0,8.0,8.0,5.0,1.0,5.0,6.0,9.0,4.0,9.0,8.0,7.0,7.0,4.0
373,373,female,23.0,european/caucasian-american,9.0,6.0,education,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,9.0,8.0,9.0,8.0,5.0,7.0,9.0,10.0,10.0,3.0,3.0,7.0,6.0,7.0,10.0,10.0,5.0,6.0,6.0,3.0
374,374,female,25.0,european/caucasian-american,5.0,8.0,elementary education,25.0,20.0,20.0,20.0,10.0,5.0,8.0,8.0,6.0,8.0,6.0,7.0,5.0,8.0,10.0,10.0,10.0,10.0,6.0,8.0,9.0,6.0,10.0,10.0,8.0,10.0,9.0,8.0
375,375,female,26.0,european/caucasian-american,4.0,2.0,school psychology,15.0,10.0,30.0,10.0,15.0,20.0,7.0,8.0,9.0,9.0,9.0,1.0,3.0,5.0,8.0,7.0,7.0,2.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,3.0
376,376,female,25.0,european/caucasian-american,5.0,2.0,school psychology,20.0,15.0,25.0,15.0,15.0,10.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,6.0,6.0,4.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,2.0
377,377,female,24.0,european/caucasian-american,1.0,6.0,counseling psychology,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,7.0,4.0,8.0,7.0,3.0,3.0,5.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0
378,378,female,21.0,european/caucasian-american,1.0,1.0,law,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0
379,379,female,30.0,asian/pacific islander/asian-american,1.0,10.0,neuroscience and education,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,6.0,1.0,6.0,10.0,6.0,6.0,8.0,1.0,4.0,10.0,6.0,8.0,8.0,8.0,8.0,4.0,6.0
380,380,female,28.0,european/caucasian-american,1.0,5.0,creative writing,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0
381,381,female,26.0,european/caucasian-american,6.0,1.0,creative writing - nonfiction,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0
